Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,RT similarity,m/z similarity,Simple dot product,Weighted dot product,Reverse dot product,Matched peaks count,Matched peaks percentage,Total score,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,Blank_se_1,Blank_se_2,Blank_se_3,Blank_ur_1,Blank_ur_2,MSMS_pos_se_ur,QC_se_1,QC_se_2,QC_se_3,QC_se_ur_1,QC_se_ur_2,QC_se_ur_3,QC_ur_1,QC_ur_2,se_1,se_10,se_11,se_12,se_13,se_14,se_15,se_16,se_17,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,ur_1,ur_10,ur_11,ur_12,ur_14,ur_2,ur_3,ur_4,ur_5,ur_6,ur_7,ur_8,ur_9
10088,15.219,325.89822,Unknown,[M+H]+,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10088,0,0,null,null,null,null,null,null,null,478048.3,ur_8,325.89822:1572709 326.90289:0 327.90756:0,null,0,0,69529,37784,191301,0,0,0,0,0,0,521444,0,0,0,0,0,0,0,0,0,0,75211,0,0,0,0,0,0,0,0,521496,219024,522894,147932,0,641922,0,316034,988473,0,427436,1270252,0
10089,14.912,325.90735,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10089,0,0,null,null,null,null,null,null,null,191301.4,Blank_ur_2,325.90735:254192 326.91202:0 327.91668:0,null,0,0,76712,156000,191301,0,0,0,0,0,0,333200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272913,219024,222714,483441,0,281844,0,205184,468313,0,427436,387086,0
10090,8.415,325.97348,Unknown,[M+H]+,null,0.29,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10090,0,0,null,null,null,null,null,null,null,651707.1,ur_9,325.97348:10582548 326.97815:0 327.98282:0,null,0,0,0,0,0,0,0,0,0,2746467,2987478,2613774,0,0,0,0,0,0,0,0,0,0,0,0,0,40026,0,0,0,47916,0,4156821,0,3397320,2186617,0,3980745,1481023,3009672,6371041,0,5054046,3926786,10085101
10091,12.324,325.97552,Unknown,[M+H]+,null,0.11,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10091,0,0,null,null,null,null,null,null,null,5644619,ur_14,325.97552:19580046 326.98019:1321328 327.98486:0,null,0,0,0,0,0,0,0,0,0,0,0,2260483,0,0,0,0,0,0,0,0,0,0,0,0,0,103710,0,0,0,0,0,369498,9086925,0,222624,19135877,328465,0,234751,282406,11379864,0,631399,0
10092,16.957,325.97675,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10092,0,0,null,null,null,null,null,null,null,317760.2,ur_14,325.97675:286476 326.98141:0 327.98608:0,null,0,0,0,0,0,22053,0,0,0,95170,105356,53178,163913,140541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120326,97739,64418,119389,317760,0,0,71319,0,94290,74540,72799,79890
10093,12.517,325.98505,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10093,0,0,null,null,null,null,null,null,null,579418.4,ur_2,325.98505:1605394 326.98971:0 327.99438:0,null,0,0,0,0,0,0,0,0,0,0,0,1445679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795785,1494990,211593,367514,19135877,1158824,0,406252,393499,902108,342244,448617,0
10094,9.579,325.99402,Unknown,[M+H]+,null,0.22,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10094,0,0,null,null,null,null,null,null,null,623874.6,QC_se_ur_2,325.99402:9002740 326.99869:0 328.00335:0,null,0,0,0,0,0,2440,36508,37535,62260,4505522,7646043,6463648,0,0,0,0,91334,134572,105044,139374,132078,205891,214062,150343,0,60307,148669,124051,52816,84745,161990,2733855,0,1000921,3012263,0,4045412,1732934,0,1207672,717542,839412,4387018,3494758
10095,6.037,326.01157,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10095,0,0,null,null,null,null,null,null,null,11.04,se_11,326.01157:209093 327.01623:0 328.02090:0,null,0,0,0,0,0,8976,0,49493,0,0,0,0,0,223218,212457,0,189240,43337,0,0,218751,0,0,0,0,465166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110774,0
10096,15.324,326.0304,Unknown,[M+H]+,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10096,0,0,null,null,null,null,null,null,null,3.97,ur_10,326.03040:840542 327.03506:0 328.03973:0,null,0,0,0,0,0,0,0,0,0,0,0,346743,0,0,53548,0,0,0,0,37447,0,0,0,28370,72757,0,0,32780,0,47092,41086,596327,664805,689237,187553,569600,653411,202801,216359,645212,385035,464719,631415,220418
10097,9.876,326.03705,Unknown,[M+H]+,null,0.18,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10097,0,0,null,null,null,null,null,null,null,903069.4,QC_ur_1,326.03705:3527588 327.04172:0 328.04638:1075175,null,240700,311589,294208,1427896,874196,486442,0,0,0,1887933,634004,983331,3639333,3585118,288900,196760,223290,254018,264644,118674,83110,216246,306720,290302,195896,168032,170151,269973,182175,185563,268383,2470393,2147485,2680049,1033748,2935594,1574619,1058984,2726248,2514143,1582341,2075611,2209734,1983140
10098,9.928,326.04141,Unknown,[M+H]+,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10098,0,0,null,null,null,null,null,null,null,18.05,Blank_ur_2,326.04141:1133958 327.04608:0 328.05075:0,null,240700,311589,294208,1427896,874196,527661,0,0,0,1887933,810855,983331,3639333,3585118,288900,196760,223290,254018,264644,118674,314164,216246,306720,290302,217997,168032,221206,269973,182175,185563,268383,2470393,2147485,2680049,1033748,2935594,1574619,843657,2726248,2514143,1286365,2075611,2209734,1983140
10099,4.722,326.04825,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10099,0,0,null,null,null,null,null,null,null,3.78,QC_se_ur_2,326.04825:787801 327.05292:781602 328.05758:0,null,0,0,0,0,0,94600,0,0,0,1073765,706836,674536,1788748,1581037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382528,0,0,2378532,0,0,0,0,1811608,0,182480,0
10100,15.982,326.04883,Unknown,[M+H]+,null,0.44,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10100,0,0,null,null,null,null,null,null,null,50601.43,se_6,326.04883:1716840 327.05350:155749 328.05816:0,null,205405,160043,568472,118883,121544,2167,586544,413432,385178,0,96671,1196623,0,0,1067149,1341582,1072060,1284977,1287621,1037908,1079283,1063633,1077557,1092155,678517,356118,669646,1564495,702853,809566,1124826,182457,451680,597131,0,104478,58294,140465,150770,141667,231686,117060,183930,0
10101,4.066,326.05481,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10101,0,0,null,null,null,null,null,null,null,7.08,ur_14,326.05481:7021694 327.05948:1145449 328.06415:186789008,null,0,0,0,0,42954,54965,0,0,0,1299677,739770,227126,2928525,2916843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3007472,0,0,6583028,0,0,0,0,3392234,0,182480,0
10102,11.172,326.05484,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10102,0,0,null,null,null,null,null,null,null,12.76,ur_14,326.05484:8577542 327.05951:0 328.06418:0,null,0,0,0,0,0,336778,0,0,0,705455,402044,348471,3920574,3579226,0,0,0,0,0,0,0,0,0,49564,0,0,0,0,0,0,0,0,4050846,0,144603,7839582,222325,0,0,0,4141694,223260,0,0
10103,15.434,326.07159,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10103,0,0,null,null,null,null,null,null,null,1.79,ur_13,326.07159:815490 327.07626:0 328.08093:0,null,0,0,0,0,0,43141,0,77275,0,265717,98774,69042,367045,239992,0,37628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352161,708048,172676,437335,748845,0,638543,0,183141,792869,144654,97198,170135
10104,12.083,326.07266,Unknown,[M+H]+,null,0.18,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10104,0,0,null,null,null,null,null,null,null,10.06,ur_14,326.07266:7123856 327.07733:963809 328.08200:0,null,0,0,0,0,0,196824,0,0,0,1794529,1617255,603996,2250620,2253716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270677,4736403,648901,204009,6901296,222325,457999,0,0,2744173,0,653418,0
10105,13.176,326.07428,Unknown,[M+H]+,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10105,0,0,null,null,null,null,null,null,null,7.48,ur_14,326.07428:5299120 327.07895:0 328.08362:0,null,0,0,0,0,0,6176,0,0,0,1794529,134447,80913,2250620,2253716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270677,219216,648901,204009,4949364,401764,332232,134774,788583,4455129,323609,1097956,148016
10106,9.266,326.08286,Unknown,[M+H]+,null,0.13,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10106,0,0,null,null,null,null,null,null,null,13.88,ur_10,326.08286:9579564 327.08752:0 328.09219:3004032,null,0,0,0,0,0,560414,0,0,0,2163382,408941,675862,6257120,7038914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257865,9432128,819328,701968,7595730,500218,381508,1201357,1151009,5040257,876230,592656,558409
10107,11.565,326.08469,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10107,0,0,null,null,null,null,null,null,null,11.97,QC_se_ur_1,326.08469:2713830 327.08935:0 328.09402:0,null,0,0,0,0,0,12273,41720,0,0,2283496,1787834,161712,282132,211289,0,0,37463,0,0,0,0,0,50100,0,0,0,0,0,0,0,0,476119,244066,818270,757328,290214,616197,193030,320627,781395,2605568,542788,530602,2274570
10108,18.023,326.08649,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10108,0,0,null,null,null,null,null,null,null,5.53,ur_3,326.08649:2054738 327.09115:426807 328.09582:0,null,0,0,0,0,0,26204,0,0,0,28866,379099,141709,331426,235598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28766,0,73176,1101435,0,0,1860730,29560,34361,98443,37407,48130,49481
10109,10.303,326.08688,Unknown,[M+H]+,null,0.36,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10109,0,0,null,null,null,null,null,null,null,26.7,ur_9,326.08688:20151582 327.09155:2788155 328.09622:0,null,0,0,0,0,0,644019,41720,0,0,4608221,2121284,2147201,15689797,8441783,0,0,37463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3168314,8920722,206672,7836511,9647915,504263,4891584,5173767,5157538,5931541,7804936,2081251,20184734
10110,9.878,326.0874,Unknown,[M+H]+,null,0.18,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10110,0,0,null,null,null,null,null,null,null,21.28,ur_14,326.08740:15463964 327.09207:2425862 328.09674:0,null,0,0,0,0,0,1301236,41720,0,0,4231087,1963465,992262,10286149,9543246,0,0,37463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4699814,7127687,7003595,6276587,15799558,4446895,4890418,7016816,8677605,6073824,4961214,4747020,5239506
10111,13.766,326.09393,Unknown,[M+H]+,null,0.16,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10111,0,0,null,null,null,null,null,null,null,4.71,ur_5,326.09393:1208486 327.09860:0 328.10327:0,null,0,23901,0,0,0,12092,0,0,0,138353,106356,244578,256382,379350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910530,864573,991444,1148061,178744,1348639,587769,1122642,1359565,912749,849488,946499,1058720
10112,7.706,326.1055,Unknown,[M+H]+,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10061,1,0,null,null,null,null,null,null,null,6.56,ur_11,326.10550:1875710 327.11017:1616204 328.11483:1071734,null,0,0,0,0,0,107146,0,0,0,467434,219325,289583,998476,964809,0,0,0,0,0,0,42933,0,0,0,0,0,0,0,0,0,0,1111437,314876,1793917,298812,344556,481978,416918,1168972,200410,1321816,1650837,748374,285515
10113,14.785,326.1073,Unknown,[M+H]+,null,0.78,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10113,0,0,null,null,null,null,null,null,null,132535.1,QC_ur_1,326.10730:35466160 327.11197:5793058 328.11664:1871455,null,0,0,0,0,0,4030954,906872,1099915,1279274,26815645,15470730,3360375,34871253,33099509,0,285417,529899,530864,323137,504118,494285,492422,486139,147862,479574,225675,378639,201048,358774,452603,570133,10400702,11247093,12595737,8704360,9295481,9206763,5734817,12680991,13173479,10194003,11159487,11103583,14083661
10114,5.398,326.10852,Unknown,[M+H]+,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10114,0,0,null,null,null,null,null,null,null,4.71,ur_6,326.10852:5747930 327.11319:3209350 328.11786:0,null,0,0,0,0,0,79952,0,0,0,211882,1187368,777237,440905,1578036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292521,2247072,173716,301729,423872,399013,294912,449987,161896,5071586,541965,346343,532151
10115,9.885,326.1098,Unknown,[M+H]+,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10115,0,0,null,null,null,null,null,null,null,16.27,QC_ur_2,326.10980:12021857 327.11447:1838768 328.11914:0,null,0,0,0,0,0,2107106,0,0,0,5884188,4160828,2231148,12892347,11686166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5515572,7026598,5943524,4631990,5652799,4762072,5743080,10311372,7967694,6569449,5347335,5308660,6113899
10116,3.635,326.13937,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10116,0,0,null,null,null,null,null,null,null,3.84,ur_10,326.13937:2425390 327.14404:0 328.14871:3380382,null,0,0,0,0,0,32884,0,0,0,706013,277043,0,423920,271494,0,0,0,0,0,0,0,0,0,0,212478,0,0,0,0,0,0,277123,2474578,590224,150821,1740810,930214,136615,217728,300337,2069534,185723,726497,701333
10117,18.037,326.14188,Unknown,[M+H]+,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10117,0,0,null,null,null,null,null,null,null,85624.69,se_17,326.14188:165146 327.14654:0 328.15121:0,null,0,0,0,0,0,1577,0,0,0,0,15761,0,0,0,0,57884,0,25287,69571,74892,28468,77566,149114,60569,110002,83105,81198,107756,49215,71026,0,29886,0,33171,0,0,21087,0,42690,41348,0,0,0,52285
10118,14.367,326.14349,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10118,0,0,null,null,null,null,null,null,null,7.55,QC_ur_1,326.14349:2977007 327.14816:0 328.15283:0,null,0,0,0,0,0,353914,0,0,0,2692250,1072209,175624,3258231,2731245,0,0,0,107404,0,0,0,0,0,0,0,0,0,0,0,0,0,1955279,225744,2318821,584432,0,771088,1688885,1098596,575125,294087,1223257,836846,965639
10119,9.445,326.14554,Unknown,[M+H]+,null,0.42,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10119,0,0,null,null,null,null,null,null,null,24.82,ur_12,326.14554:15841590 327.15021:2039939 328.15487:0,null,0,0,0,0,0,1261880,0,38514,40838,12368889,7826974,7658553,13795145,13002245,0,0,0,0,0,0,0,0,0,0,0,44221,51966,0,45382,0,50357,7651457,6061727,6870501,14769241,7024918,7042994,5757111,7693807,7723572,4488327,6968141,7479128,6787683
10120,11.177,326.15744,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10120,0,0,null,null,null,null,null,null,null,4.94,ur_13,326.15744:2547439 327.16211:0 328.16678:1232438,null,0,0,0,0,0,1894,0,0,0,717514,351258,205695,214765,450356,0,0,0,0,0,0,0,0,0,0,74500,0,67222,0,0,0,0,805189,474482,640079,837960,418875,260214,548418,423457,1203219,434051,668845,556586,407252
10121,11.844,326.16064,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10121,0,0,null,null,null,null,null,null,null,3.15,ur_10,326.16064:801784 327.16531:0 328.16998:0,null,0,0,0,0,0,52318,0,0,0,0,190362,0,0,522698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291934,550936,166989,489883,0,194752,355186,423457,243024,314497,213862,320413,0
10122,4.422,326.17197,Unknown,[M+H]+,null,0.07,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10122,0,0,null,null,null,null,null,null,null,224864.5,Blank_se_3,326.17197:593673 327.17663:0 328.18130:0,null,317441,327426,347150,0,0,51995,0,0,0,0,0,0,221492,164041,0,0,0,0,0,0,147577,0,0,0,0,0,0,0,127108,0,0,275072,208714,0,259148,154976,180429,518452,187443,0,0,0,166252,196217
10123,22.135,326.17313,Unknown,[M+H]+,null,0.16,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10123,0,0,null,null,null,null,null,null,null,22906.85,se_10,326.17313:351118 327.17779:208622 328.18246:0,null,0,0,0,0,0,306,56262,164964,53128,896673,489271,95616,814010,785533,19842,198911,160302,165353,183925,180454,142797,78702,125455,33428,58848,55633,90396,146311,62972,168762,121294,64024,618242,1024079,658032,308608,294966,272520,800276,118018,209994,1505894,881824,83486
10124,7.532,326.19424,Unknown,[M+H]+,null,0.29,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10124,0,0,null,null,null,null,null,null,null,18.97,ur_7,326.19424:8398611 327.19891:963305 328.20358:0,null,0,0,0,0,0,982886,33576,98674,0,4294352,3616325,3008233,4275155,4133501,62277,165926,0,0,118498,0,0,41268,51932,132142,0,0,0,320155,0,150916,200284,7697427,3528722,7386876,3106862,0,7333920,1538338,6083526,3803173,5931225,7823627,6220878,5181763
10125,5.215,326.19608,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10125,0,0,null,null,null,null,null,null,null,4.03,ur_7,326.19608:1856275 327.20074:0 328.20541:879348,null,0,0,0,83940,0,218134,0,0,0,737604,158186,177046,781192,437502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631844,224888,1325342,639798,0,1338112,374121,1252143,779967,624526,2016548,1680890,1029823
10126,7.722,326.20786,Unknown,[M+H]+,null,0.09,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10126,0,0,null,null,null,null,null,null,null,18.06,ur_12,326.20786:2269340 327.21252:0 328.21719:0,null,0,0,0,0,0,156373,0,0,45026,562668,558070,143682,565244,1220495,516894,0,40624,0,0,0,0,51108,0,0,0,0,0,0,0,0,0,1513405,0,344148,1789446,382964,1089544,617334,1389740,308218,0,980011,472689,1377394
10127,4.232,326.21741,Unknown,[M+H]+,null,0.04,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10127,0,0,null,null,null,null,null,null,null,8.21,Blank_se_1,326.21741:212280 327.22207:0 328.22674:0,null,220826,101662,148346,0,0,22295,0,0,0,0,211358,0,331300,0,0,137394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202930,0,214166,320632,0,404196,236104,0,457837,0,305652,265768,0
10128,7.446,326.23114,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10128,0,0,null,null,null,null,null,null,null,28.5,ur_5,326.23114:2154815 327.23581:0 328.24048:2479879,null,0,24764,0,0,0,42577,0,0,0,0,0,0,237252,234788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209326,486644,463270,658508,0,89870,709082,0,1454764,232311,0,764870,0
10129,3.482,326.23209,Unknown,[M+H]+,null,0.4,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10129,0,0,null,null,null,null,null,null,null,36.77,QC_ur_1,326.23209:4913393 327.23675:1101961 328.24142:0,null,0,0,0,3494931,1846615,290590,0,272312,0,2430257,1333111,1039710,4052055,3723278,0,0,0,0,0,0,0,0,0,0,0,0,143908,0,0,0,0,3328553,3273334,3020738,2925378,3158370,2808678,3394392,2859242,3337304,3852551,3001673,2775976,2846862
10130,27.053,326.23236,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10130,0,0,null,null,null,null,null,null,null,7.35,Blank_se_1,326.23236:134664 327.23703:66104 328.24170:0,null,135788,73679,63152,82537,40382,7268,27302,13714,8410,73346,59448,32574,52608,13630,30801,10033,19174,11640,8809,16127,0,9702,0,31897,31167,18910,11825,12705,10779,19183,22363,37526,34733,24954,25619,0,129972,48256,90415,58896,50673,26526,21730,90945
10131,3.861,326.25284,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10131,0,0,null,null,null,null,null,null,null,29.56,ur_11,326.25284:793038 327.25751:0 328.26217:0,null,32416,47234,30643,234026,222078,33632,0,239697,0,168856,0,170579,565215,680883,303132,0,0,0,0,0,0,36458,0,0,0,28256,0,0,0,0,0,635199,262206,764378,297885,0,0,542001,164360,465224,117628,0,269478,156814
10132,3.501,326.27127,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10083,1,0,null,null,null,null,null,null,null,11.29,ur_13,326.27127:472116 327.27594:0 328.28061:0,null,88682,58352,33416,54783,64037,32936,0,36105,38202,127510,157425,0,154720,131831,0,43911,30737,0,25642,0,0,36458,199992,188949,0,28256,32302,0,0,47193,24888,118386,98280,100810,292566,0,252452,337577,0,472784,0,0,295930,0
10133,3.347,326.34091,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10133,0,0,null,null,null,null,null,null,null,2.89,ur_3,326.34091:643968 327.34558:1559861 328.35025:0,null,0,0,0,0,0,21665,0,0,0,0,0,0,0,0,0,0,24541,0,0,0,0,0,0,0,0,0,0,188473,0,0,0,0,0,0,248598,0,207584,595289,0,362888,0,0,112462,0
10134,4.436,326.37772,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10134,0,0,null,null,null,null,null,null,null,2754606,ur_13,326.37772:3046228 327.38238:924230 328.38705:0,null,0,0,0,41675,75424,102539,0,0,0,157842,0,0,204337,252528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911012,155022,0,0,497236,0,229154,0,0,1020731,0
10135,7.435,326.37781,Unknown,[M+H]+,null,0.33,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10135,0,0,null,null,null,null,null,null,null,4936835,ur_13,326.37781:35681420 327.38248:7579292 328.38714:1523414,null,45635,59924,53610,437587,772365,1265975,0,0,61868,3903016,2440633,1356264,5749962,4104326,57531,0,0,0,0,0,200753,0,47581,0,183853,0,0,0,0,0,0,0,918419,9947277,3295545,463619,3005860,7047850,86600,3270913,630927,317022,12278737,981626
10136,22.12,326.67279,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10136,0,0,null,null,null,null,null,null,null,137301.6,se_14,326.67279:203391 327.67746:0 328.68213:0,null,0,0,0,0,0,0,38374,132430,28301,0,0,34300,0,0,0,89970,63270,68154,138024,137302,58717,32893,17994,0,17748,0,81129,48263,28906,34403,49706,0,0,0,0,0,0,0,0,0,0,0,0,0
10137,14.939,326.73697,Unknown,[M+H]+,null,0.02,FALSE,null,null,null,null,null,null,999,FALSE,FALSE,FALSE,Normalized unit: Intensity,FALSE,FALSE,10137,0,0,null,null,null,null,null,null,null,1832364,se_1,326.73697:2151786 327.74164:0 328.74630:0,null,0,0,0,0,0,0,0,0,0,0,0,1233936,0,0,1832364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248021,0,0,0,0,0,200200,0,166130,0
